Time,Arduino_hall_probe/TEMP:TEMP,time,mag
1746225230,21.82,1746225230,0.6770499999999999
1746225232,21.89,1746225232,0.6678700000000002
1746225234,21.71,1746225234,0.6270700000000002
1746225236,21.56,1746225236,0.6658300000000001
1746225238,21.39,1746225238,0.6454299999999997
1746225240,21.67,1746225240,0.6668499999999997
1746225242,21.64,1746225242,0.6484900000000002
1746225244,21.57,1746225244,0.6535899999999999
1746225246,21.74,1746225246,0.70459
1746225248,21.61,1746225248,0.6484900000000002
1746225250,21.54,1746225250,0.6872500000000001
1746225252,21.71,1746225252,0.6913300000000002
1746225254,21.72,1746225254,0.63625
1746225256,21.77,1746225256,0.65767
1746225258,21.62,1746225258,0.6393100000000005
1746225260,21.71,1746225260,0.6464500000000002
1746225262,21.41,1746225262,0.6658300000000001
1746225264,21.77,1746225264,0.6801100000000004
1746225266,21.82,1746225266,0.6739900000000003
1746225268,21.59,1746225268,0.6484900000000002
1746225270,21.56,1746225270,0.6495099999999998
1746225272,21.66,1746225272,-0.11549
1746225274,21.72,1746225274,-0.05021
1746225276,21.72,1746225276,-0.09203
1746225278,21.56,1746225278,-0.11957
1746225280,21.56,1746225280,-0.07469
1746225282,21.66,1746225282,-0.09101
1746225284,21.57,1746225284,-0.07163
1746225286,21.61,1746225286,-0.09917
1746225288,21.39,1746225288,-0.11141
1746225290,21.37,1746225290,-0.08285
1746225292,21.49,1746225292,-0.06857
1746225294,21.32,1746225294,-0.10325
1746225296,21.26,1746225296,-0.10019
1746225298,21.39,1746225298,-0.05837
1746225300,21.47,1746225300,-0.08897
1746225302,21.44,1746225302,-0.10019
1746225304,21.31,1746225304,-0.11447
1746225306,21.37,1746225306,-0.09305
1746225308,25.32,1746225308,-0.08897
1746225310,21.37,1746225310,-0.09611
1746225312,25.45,1746225312,-0.08081
1746225314,21.27,1746225314,-0.08591
1746225316,21.21,1746225316,-0.11345
1746225318,21.24,1746225318,-0.06755
1746225320,21.46,1746225320,-0.06143
1746225322,21.36,1746225322,-0.10427
1746225324,21.36,1746225324,-0.07061
1746225326,21.29,1746225326,-0.06143
1746225328,21.27,1746225328,-0.08489
1746225330,25.4,1746225330,-0.09713
1746225332,21.21,1746225332,-0.09509
1746225334,21.26,1746225334,-0.08591
1746225336,25.45,1746225336,-0.10121
1746225338,21.26,1746225338,-0.09407
1746225340,21.27,1746225340,-0.08285
1746225342,25.32,1746225342,-0.08081
1746225344,25.38,1746225344,-0.09611
1746225346,25.38,1746225346,-0.06857
1746225348,21.31,1746225348,-0.08693
1746225350,25.3,1746225350,-0.07571
1746225352,25.45,1746225352,-0.05939
1746225354,25.22,1746225354,-0.05837
1746225356,21.29,1746225356,-0.06755
1746225358,21.26,1746225358,-0.08795
1746225360,25.35,1746225360,-0.08387
1746225362,25.4,1746225362,-0.06143
1746225364,21.27,1746225364,-0.09407
1746225366,25.42,1746225366,-0.09815
1746225368,25.37,1746225368,-0.08387
